Time: 08.07.2022 13:57:23;;;
Team: test;;;
Athlete name: Lasse I;;;
Device: NORDIC07;;;
Comment: ;;;
#SampleTime[s];Force_left[N];Force_right[N];
184.270;172.27;0.21;
184.280;172.49;-0.26;
184.290;172.84;-0.67;
184.300;172.96;-0.94;
184.310;172.92;-0.88;
184.320;172.59;-0.84;
184.330;172.37;-0.52;
184.340;172.11;-0.44;
184.350;171.88;-0.46;
184.360;171.57;-0.30;
184.370;171.43;-0.06;
184.380;171.15;0.01;
184.390;170.85;0.27;
184.400;170.91;0.41;
184.410;170.26;0.60;
184.420;169.84;0.94;
184.430;169.65;1.08;
184.440;169.87;0.95;
184.450;170.28;0.48;
184.460;170.62;0.43;
184.470;171.02;0.21;
184.480;171.30;-0.23;
184.490;171.69;-0.62;
184.500;172.03;-0.70;
184.510;172.30;-0.93;
184.520;172.19;-0.86;
184.530;172.09;-0.61;
184.540;171.87;-0.50;
184.550;171.71;-0.41;
184.560;171.61;-0.21;
184.570;171.38;-0.11;
184.580;171.41;0.00;
184.590;171.10;0.16;
184.600;171.07;0.23;
184.610;170.82;0.70;
184.620;170.35;0.87;
184.630;170.21;1.06;
184.640;170.44;0.93;
184.650;170.97;0.56;
184.660;171.23;0.30;
184.670;171.49;0.03;
184.680;171.98;-0.22;
184.690;172.46;-0.70;
184.700;172.87;-0.89;
184.710;173.10;-0.80;
184.720;172.78;-0.96;
184.730;172.50;-0.66;
184.740;172.43;-0.56;
184.750;172.14;-0.33;
184.760;172.08;-0.15;
184.770;172.16;-0.18;
184.780;172.08;-0.03;
184.790;171.85;0.17;
184.800;171.66;0.45;
184.810;171.46;0.50;
184.820;170.87;1.14;
184.830;170.98;1.11;
184.840;170.98;0.90;
184.850;171.38;0.53;
184.860;171.84;0.32;
184.870;171.97;0.18;
184.880;172.43;-0.33;
184.890;172.61;-0.56;
184.900;172.83;-0.90;
184.910;172.99;-0.99;
184.920;172.58;-0.66;
184.930;172.38;-0.37;
184.940;172.25;-0.51;
184.950;171.82;-0.45;
184.960;171.70;-0.18;
184.970;171.38;-0.13;
184.980;171.26;0.04;
184.990;170.89;0.21;
185.000;170.78;0.19;
185.010;170.39;0.60;
185.020;169.82;0.89;
185.030;169.44;1.07;
185.040;169.52;0.81;
185.050;170.07;0.37;
185.060;170.25;0.38;
185.070;170.43;-0.07;
185.080;170.50;-0.32;
185.090;171.06;-0.62;
185.100;171.42;-1.00;
185.110;171.28;-0.89;
185.120;170.99;-0.75;
185.130;170.60;-0.53;
185.140;170.36;-0.43;
185.150;169.97;-0.27;
185.160;169.80;-0.34;
185.170;169.44;-0.13;
185.180;169.13;0.10;
185.190;168.84;0.31;
185.200;168.40;0.34;
185.210;168.19;0.61;
185.220;167.66;1.00;
185.230;167.41;0.87;
185.240;167.53;0.94;
185.250;168.07;0.44;
185.260;168.08;0.27;
185.270;168.30;0.03;
185.280;168.87;-0.34;
185.290;169.26;-0.59;
185.300;169.59;-0.95;
185.310;169.55;-0.96;
185.320;169.42;-0.77;
185.330;169.25;-0.66;
185.340;169.08;-0.43;
185.350;168.99;-0.28;
185.360;169.07;-0.19;
185.370;168.78;-0.04;
185.380;168.61;-0.00;
185.390;168.47;0.08;
185.400;168.46;0.22;
185.410;168.28;0.61;
185.420;167.63;1.02;
185.430;167.55;1.14;
185.440;167.86;0.77;
185.450;168.48;0.44;
185.460;168.91;0.14;
185.470;168.80;0.15;
185.480;169.51;-0.15;
185.490;170.08;-0.59;
185.500;170.35;-0.89;
185.510;170.53;-1.02;
185.520;170.41;-0.66;
185.530;170.23;-0.62;
185.540;170.02;-0.46;
185.550;169.86;-0.42;
185.560;169.69;-0.26;
185.570;169.66;0.03;
185.580;169.44;0.06;
185.590;169.29;0.26;
185.600;169.26;0.39;
185.610;168.70;0.48;
185.620;168.18;0.92;
185.630;167.99;1.17;
185.640;168.05;0.89;
185.650;168.43;0.51;
185.660;168.57;0.18;
185.670;168.82;0.18;
185.680;168.94;-0.36;
185.690;169.35;-0.57;
185.700;169.50;-0.69;
185.710;169.38;-0.93;
185.720;169.19;-0.69;
185.730;168.84;-0.70;
185.740;168.55;-0.36;
185.750;168.43;-0.37;
185.760;168.38;-0.25;
185.770;168.05;0.01;
185.780;167.85;0.10;
185.790;167.60;0.15;
185.800;167.49;0.18;
185.810;167.07;0.55;
185.820;166.64;0.97;
185.830;166.30;1.07;
185.840;166.49;0.89;
185.850;166.73;0.62;
185.860;166.98;0.18;
185.870;167.21;-0.03;
185.880;167.34;-0.10;
185.890;167.65;-0.51;
185.900;167.67;-1.00;
185.910;167.61;-0.99;
185.920;167.27;-0.68;
185.930;166.99;-0.54;
185.940;166.52;-0.41;
185.950;166.27;-0.24;
185.960;165.89;-0.26;
185.970;165.60;-0.14;
185.980;165.45;-0.02;
185.990;165.01;0.26;
186.000;164.70;0.37;
186.010;164.23;0.47;
186.020;163.84;0.90;
186.030;163.75;1.19;
186.040;163.75;0.92;
186.050;164.11;0.41;
186.060;164.45;0.25;
186.070;164.70;0.10;
186.080;165.32;-0.35;
186.090;165.52;-0.55;
186.100;165.92;-0.82;
186.110;165.83;-1.08;
186.120;165.47;-0.72;
186.130;165.26;-0.61;
186.140;165.03;-0.47;
186.150;164.96;-0.43;
186.160;164.71;-0.22;
186.170;164.70;-0.11;
186.180;164.35;0.08;
186.190;164.22;0.14;
186.200;164.21;0.18;
186.210;163.99;0.64;
186.220;163.47;0.93;
186.230;163.36;1.07;
186.240;163.77;0.81;
186.250;164.38;0.37;
186.260;164.82;0.30;
186.270;165.09;0.14;
186.280;166.02;-0.43;
186.290;166.60;-0.68;
186.300;167.11;-0.77;
186.310;167.54;-0.86;
186.320;167.56;-0.73;
186.330;167.74;-0.60;
186.340;167.89;-0.52;
186.350;167.87;-0.27;
186.360;168.01;-0.19;
186.370;168.24;-0.05;
186.380;168.38;-0.10;
186.390;168.36;0.28;
186.400;168.60;0.33;
186.410;168.53;0.59;
186.420;168.16;0.88;
186.430;168.26;1.00;
186.440;168.74;1.19;
186.450;169.55;0.54;
186.460;169.93;0.34;
186.470;170.24;-0.03;
186.480;170.87;-0.25;
186.490;171.44;-0.56;
186.500;171.76;-0.72;
186.510;171.85;-0.95;
186.520;171.87;-0.80;
186.530;171.77;-0.44;
186.540;171.57;-0.53;
186.550;171.39;-0.31;
186.560;171.29;-0.17;
186.570;171.43;-0.19;
186.580;171.01;-0.04;
186.590;170.82;0.09;
186.600;170.69;0.17;
186.610;170.12;0.65;
186.620;170.00;0.90;
186.630;169.49;1.18;
186.640;169.57;0.99;
186.650;169.96;0.46;
186.660;169.89;0.14;
186.670;169.97;0.13;
186.680;170.19;-0.12;
186.690;170.32;-0.75;
186.700;170.27;-0.81;
186.710;170.01;-0.78;
186.720;169.49;-0.67;
186.730;169.10;-0.66;
186.740;168.41;-0.65;
186.750;167.90;-0.52;
186.760;167.66;-0.44;
186.770;167.27;-0.05;
186.780;166.69;0.16;
186.790;166.19;0.27;
186.800;165.86;0.49;
186.810;165.37;0.58;
186.820;164.81;0.90;
186.830;164.39;0.98;
186.840;164.51;0.80;
186.850;164.82;0.48;
186.860;164.86;0.28;
186.870;165.23;0.14;
186.880;165.68;-0.43;
186.890;165.93;-0.59;
186.900;166.16;-0.77;
186.910;165.78;-1.02;
186.920;165.68;-0.85;
186.930;165.56;-0.54;
186.940;165.09;-0.39;
186.950;164.96;-0.28;
186.960;164.75;-0.21;
186.970;164.58;-0.14;
186.980;164.42;0.15;
186.990;164.13;0.25;
187.000;163.83;0.21;
187.010;163.45;0.61;
187.020;163.02;1.00;
187.030;162.87;1.04;
187.040;163.23;1.08;
187.050;163.66;0.53;
187.060;164.08;0.34;
187.070;164.24;0.14;
187.080;164.59;-0.22;
187.090;165.07;-0.49;
187.100;165.37;-0.91;
187.110;165.35;-0.84;
187.120;165.04;-0.81;
187.130;164.97;-0.49;
187.140;164.56;-0.38;
187.150;164.53;-0.30;
187.160;164.10;-0.15;
187.170;164.08;-0.03;
187.180;163.86;0.04;
187.190;163.47;0.15;
187.200;163.31;0.44;
187.210;162.77;0.62;
187.220;162.31;0.97;
187.230;161.79;1.06;
187.240;162.16;0.83;
187.250;162.13;0.39;
187.260;162.16;0.07;
187.270;162.17;0.17;
187.280;162.51;-0.09;
187.290;162.67;-0.71;
187.300;162.54;-0.86;
187.310;162.42;-1.02;
187.320;161.78;-0.66;
187.330;161.19;-0.45;
187.340;160.64;-0.43;
187.350;160.05;-0.22;
187.360;159.59;-0.30;
187.370;159.32;-0.04;
187.380;158.66;0.17;
187.390;158.14;0.20;
187.400;157.83;0.30;
187.410;157.37;0.51;
187.420;156.53;0.99;
187.430;156.12;1.16;
187.440;156.14;0.93;
187.450;156.41;0.58;
187.460;156.50;0.22;
187.470;156.57;0.18;
187.480;156.73;-0.21;
187.490;156.89;-0.57;
187.500;157.12;-0.81;
187.510;157.05;-0.96;
187.520;156.80;-0.88;
187.530;156.22;-0.61;
187.540;155.84;-0.56;
187.550;155.38;-0.29;
187.560;155.36;-0.37;
187.570;155.09;-0.29;
187.580;154.45;0.08;
187.590;154.36;0.15;
187.600;154.09;0.35;
187.610;153.65;0.34;
187.620;153.13;0.97;
187.630;152.64;1.17;
187.640;153.00;0.94;
187.650;153.46;0.51;
187.660;153.55;0.20;
187.670;153.62;-0.04;
187.680;153.94;-0.17;
187.690;154.44;-0.60;
187.700;154.69;-0.92;
187.710;154.66;-0.90;
187.720;154.34;-0.83;
187.730;154.27;-0.58;
187.740;154.12;-0.49;
187.750;153.91;-0.29;
187.760;153.88;-0.37;
187.770;153.80;-0.06;
187.780;153.51;0.07;
187.790;153.57;0.25;
187.800;153.57;0.24;
187.810;153.17;0.51;
187.820;153.00;1.08;
187.830;153.10;1.11;
187.840;153.55;0.87;
187.850;154.07;0.48;
187.860;154.48;0.23;
187.870;154.92;0.06;
187.880;155.76;-0.45;
187.890;156.21;-0.74;
187.900;156.62;-0.76;
187.910;156.99;-0.77;
187.920;157.05;-0.62;
187.930;157.07;-0.78;
187.940;157.07;-0.42;
187.950;157.35;-0.30;
187.960;157.45;-0.12;
187.970;157.64;-0.15;
187.980;157.75;0.08;
187.990;157.75;0.30;
188.000;157.87;0.30;
188.010;157.79;0.66;
188.020;157.49;0.94;
188.030;157.51;1.27;
188.040;158.01;0.87;
188.050;158.55;0.44;
188.060;159.09;0.37;
188.070;159.26;0.27;
188.080;159.71;-0.35;
188.090;160.34;-0.75;
188.100;160.51;-0.99;
188.110;160.48;-1.04;
188.120;160.13;-0.70;
188.130;159.88;-0.62;
188.140;159.54;-0.60;
188.150;159.07;-0.23;
188.160;158.68;-0.24;
188.170;158.36;-0.16;
188.180;157.96;0.11;
188.190;157.38;0.23;
188.200;156.92;0.32;
188.210;156.49;0.56;
188.220;155.76;0.82;
188.230;155.27;0.86;
188.240;155.42;0.95;
188.250;155.57;0.37;
188.260;155.50;0.31;
188.270;155.58;0.22;
188.280;155.67;-0.40;
188.290;155.77;-0.56;
188.300;156.01;-0.73;
188.310;155.77;-0.91;
188.320;155.30;-0.67;
188.330;154.85;-0.45;
188.340;154.69;-0.47;
188.350;154.19;-0.36;
188.360;153.72;-0.31;
188.370;153.65;-0.04;
188.380;153.22;0.29;
188.390;153.00;0.32;
188.400;152.99;0.39;
188.410;152.34;0.54;
188.420;151.77;1.01;
188.430;151.51;1.33;
188.440;151.84;0.86;
188.450;152.38;0.43;
188.460;152.51;0.34;
188.470;152.79;0.08;
188.480;153.20;-0.32;
188.490;153.81;-0.69;
188.500;154.02;-0.88;
188.510;154.29;-1.02;
188.520;154.08;-0.76;
188.530;154.00;-0.64;
188.540;154.12;-0.57;
188.550;154.22;-0.19;
188.560;154.45;-0.17;
188.570;154.51;0.02;
188.580;154.60;0.02;
188.590;154.85;0.19;
188.600;154.91;0.30;
188.610;154.91;0.53;
188.620;155.04;0.96;
188.630;155.28;1.09;
188.640;156.02;0.88;
188.650;156.90;0.40;
188.660;157.58;0.26;
188.670;158.22;0.03;
188.680;159.29;-0.24;
188.690;160.00;-0.66;
188.700;160.71;-0.91;
188.710;161.17;-0.75;
188.720;161.43;-0.77;
188.730;161.35;-0.79;
188.740;161.46;-0.40;
188.750;161.96;-0.33;
188.760;161.93;-0.25;
188.770;162.06;-0.01;
188.780;162.17;-0.04;
188.790;162.05;0.28;
188.800;162.25;0.34;
188.810;162.00;0.66;
188.820;161.70;1.07;
188.830;161.79;1.16;
188.840;161.96;0.91;
188.850;162.69;0.48;
188.860;163.02;0.25;
188.870;163.19;0.02;
188.880;163.66;-0.09;
188.890;164.07;-0.60;
188.900;164.29;-1.02;
188.910;164.41;-1.04;
188.920;163.98;-0.75;
188.930;163.64;-0.67;
188.940;163.47;-0.46;
188.950;163.09;-0.30;
188.960;162.83;-0.21;
188.970;162.46;-0.07;
188.980;162.18;-0.01;
188.990;162.01;0.11;
189.000;161.61;0.31;
189.010;161.09;0.75;
189.020;160.48;0.91;
189.030;160.00;1.13;
189.040;160.05;0.88;
189.050;160.31;0.40;
189.060;160.33;0.25;
189.070;160.51;0.11;
189.080;160.56;-0.25;
189.090;160.77;-0.57;
189.100;160.84;-0.95;
189.110;160.51;-0.87;
189.120;160.07;-0.69;
189.130;159.54;-0.55;
189.140;159.25;-0.33;
189.150;158.70;-0.43;
189.160;158.51;-0.21;
189.170;158.20;-0.13;
189.180;157.84;0.02;
189.190;157.58;0.24;
189.200;157.34;0.43;
189.210;156.91;0.71;
189.220;156.42;0.94;
189.230;156.27;1.09;
189.240;156.65;0.92;
189.250;157.13;0.40;
189.260;157.34;0.21;
189.270;157.69;0.10;
189.280;158.23;-0.32;
189.290;158.80;-0.76;
189.300;158.98;-0.79;
189.310;159.18;-0.81;
189.320;159.06;-0.77;
189.330;158.89;-0.47;
189.340;158.81;-0.48;
189.350;158.82;-0.27;
189.360;158.79;-0.22;
189.370;158.74;-0.16;
189.380;158.82;-0.06;
189.390;158.85;0.12;
189.400;158.81;0.37;
189.410;158.64;0.64;
189.420;158.65;0.88;
189.430;158.80;1.06;
189.440;159.38;0.81;
189.450;160.16;0.37;
189.460;160.65;0.39;
189.470;161.20;0.00;
189.480;162.08;-0.43;
189.490;162.82;-0.47;
189.500;163.15;-0.69;
189.510;163.72;-1.00;
189.520;163.76;-0.66;
189.530;163.74;-0.69;
189.540;163.99;-0.66;
189.550;163.97;-0.35;
189.560;164.10;-0.22;
189.570;163.97;-0.12;
189.580;163.96;-0.02;
189.590;164.05;0.12;
189.600;164.08;0.26;
189.610;163.76;0.53;
189.620;163.39;0.89;
189.630;163.35;1.23;
189.640;163.98;0.83;
189.650;164.37;0.54;
189.660;164.54;0.33;
189.670;164.99;0.05;
189.680;165.25;-0.41;
189.690;165.67;-0.70;
189.700;165.76;-0.85;
189.710;165.78;-0.95;
189.720;165.38;-0.71;
189.730;164.96;-0.52;
189.740;164.65;-0.38;
189.750;164.25;-0.27;
189.760;163.93;-0.23;
189.770;163.59;-0.18;
189.780;163.27;-0.01;
189.790;162.67;0.25;
189.800;162.30;0.41;
189.810;161.82;0.77;
189.820;161.24;0.99;
189.830;160.79;1.04;
189.840;160.62;1.04;
189.850;160.94;0.34;
189.860;161.11;0.21;
189.870;161.24;0.03;
189.880;161.56;-0.47;
189.890;161.68;-0.66;
189.900;162.11;-0.64;
189.910;162.10;-0.86;
189.920;161.54;-0.74;
189.930;161.47;-0.60;
189.940;161.21;-0.56;
189.950;161.15;-0.42;
189.960;161.07;-0.28;
189.970;161.01;-0.10;
189.980;160.95;0.01;
189.990;160.95;0.15;
190.000;160.89;0.22;
190.010;160.57;0.71;
190.020;160.47;0.95;
190.030;160.37;1.22;
190.040;161.02;0.81;
190.050;161.60;0.43;
190.060;162.09;0.25;
190.070;162.64;0.11;
190.080;163.31;-0.30;
190.090;163.90;-0.67;
190.100;164.37;-0.77;
190.110;164.86;-0.97;
190.120;164.77;-0.74;
190.130;165.00;-0.62;
190.140;165.04;-0.41;
190.150;165.10;-0.39;
190.160;165.45;-0.31;
190.170;165.51;-0.15;
190.180;165.70;0.14;
190.190;165.79;0.02;
190.200;165.96;0.31;
190.210;166.04;0.65;
190.220;165.98;0.94;
190.230;166.33;1.03;
190.240;166.75;0.72;
190.250;167.46;0.59;
190.260;167.98;0.30;
190.270;168.50;0.08;
190.280;169.31;-0.49;
190.290;169.81;-0.59;
190.300;170.22;-0.86;
190.310;170.48;-0.94;
190.320;170.45;-0.74;
190.330;170.44;-0.59;
190.340;170.25;-0.35;
190.350;169.97;-0.22;
190.360;170.06;-0.20;
190.370;170.00;-0.15;
190.380;169.83;0.09;
190.390;169.66;0.23;
190.400;169.56;0.34;
190.410;169.20;0.48;
190.420;168.94;1.08;
190.430;168.92;1.11;
190.440;169.10;0.82;
190.450;169.73;0.56;
190.460;170.05;0.22;
190.470;170.39;0.04;
190.480;170.99;-0.13;
190.490;171.50;-0.53;
190.500;171.79;-0.79;
190.510;171.84;-0.83;
190.520;171.72;-0.86;
190.530;171.52;-0.63;
190.540;171.19;-0.46;
190.550;171.25;-0.41;
190.560;170.91;-0.23;
190.570;170.71;0.07;
190.580;170.76;-0.02;
190.590;170.33;0.31;
190.600;170.36;0.34;
190.610;169.84;0.52;
190.620;169.46;1.03;
190.630;169.38;0.94;
190.640;169.55;0.82;
190.650;170.03;0.38;
190.660;170.31;0.25;
190.670;170.72;-0.03;
190.680;171.13;-0.37;
190.690;171.50;-0.59;
190.700;171.79;-0.97;
190.710;172.00;-0.99;
190.720;171.83;-0.74;
190.730;171.63;-0.37;
190.740;171.33;-0.48;
190.750;171.41;-0.26;
190.760;171.43;-0.24;
190.770;171.35;-0.12;
190.780;171.23;0.11;
190.790;171.21;0.01;
190.800;171.08;0.39;
190.810;170.60;0.67;
190.820;170.45;1.03;
190.830;170.38;1.10;
190.840;170.64;0.81;
190.850;171.34;0.50;
190.860;171.68;0.32;
190.870;171.83;-0.02;
190.880;172.48;-0.36;
190.890;172.88;-0.64;
190.900;173.18;-0.85;
190.910;173.34;-0.91;
190.920;173.24;-0.84;
190.930;172.96;-0.57;
190.940;172.91;-0.33;
190.950;172.76;-0.40;
190.960;172.66;-0.18;
190.970;172.54;-0.11;
190.980;172.27;-0.10;
190.990;172.17;0.41;
191.000;171.80;0.48;
191.010;171.52;0.56;
191.020;170.92;1.14;
191.030;170.55;1.15;
191.040;170.95;0.75;
191.050;171.29;0.51;
191.060;171.29;0.28;
191.070;171.44;0.12;
191.080;171.78;-0.48;
191.090;171.97;-0.66;
191.100;172.00;-0.87;
191.110;171.84;-0.85;
191.120;171.37;-0.84;
191.130;171.12;-0.56;
191.140;170.72;-0.51;
191.150;170.29;-0.49;
191.160;170.17;-0.12;
191.170;169.77;-0.14;
191.180;169.39;0.11;
191.190;169.20;0.20;
191.200;169.06;0.35;
191.210;168.64;0.50;
191.220;167.94;1.01;
191.230;167.66;0.93;
191.240;168.20;0.86;
191.250;168.58;0.40;
191.260;168.57;0.08;
191.270;168.88;0.17;
191.280;169.26;-0.34;
191.290;169.54;-0.52;
191.300;169.77;-0.90;
191.310;169.51;-0.92;
191.320;169.44;-0.65;
191.330;169.16;-0.73;
191.340;168.62;-0.46;
191.350;168.61;-0.31;
191.360;168.37;-0.25;
191.370;168.27;-0.24;
191.380;167.89;-0.02;
191.390;167.61;0.35;
191.400;167.56;0.35;
191.410;167.12;0.71;
191.420;166.74;0.97;
191.430;166.71;1.07;
191.440;167.07;0.85;
191.450;167.48;0.52;
191.460;167.70;0.28;
191.470;168.05;0.15;
191.480;168.58;-0.26;
191.490;169.09;-0.72;
191.500;169.44;-0.93;
191.510;169.37;-1.05;
191.520;169.17;-0.74;
191.530;168.90;-0.48;
191.540;168.83;-0.48;
191.550;168.53;-0.36;
191.560;168.42;-0.22;
191.570;168.45;-0.08;
191.580;168.12;0.06;
191.590;167.94;0.16;
191.600;167.80;0.43;
191.610;167.50;0.59;
191.620;167.12;0.99;
191.630;167.13;0.99;
191.640;167.43;0.80;
191.650;168.05;0.46;
191.660;168.22;0.25;
191.670;168.48;0.20;
191.680;169.20;-0.29;
191.690;169.49;-0.57;
191.700;169.73;-0.79;
191.710;169.76;-0.92;
191.720;169.44;-0.96;
191.730;169.13;-0.54;
191.740;168.93;-0.33;
191.750;168.56;-0.36;
191.760;168.34;-0.02;
191.770;168.29;0.00;
191.780;167.86;0.05;
191.790;167.56;0.26;
191.800;167.19;0.46;
191.810;166.68;0.66;
191.820;166.14;0.73;
191.830;165.76;0.98;
191.840;166.10;0.99;
191.850;166.39;0.48;
191.860;166.58;0.24;
191.870;166.67;-0.08;
191.880;166.88;-0.39;
191.890;167.43;-0.55;
191.900;167.60;-0.95;
191.910;167.49;-0.95;
191.920;167.26;-0.74;
191.930;166.94;-0.57;
191.940;166.70;-0.42;
191.950;166.38;-0.20;
191.960;166.12;-0.15;
191.970;165.84;-0.10;
191.980;165.64;0.03;
191.990;165.41;0.15;
192.000;165.00;0.50;
192.010;164.62;0.65;
192.020;164.04;0.89;
192.030;163.75;1.02;
192.040;164.12;0.77;
192.050;164.35;0.53;
192.060;164.55;0.15;
192.070;165.08;0.08;
192.080;165.30;-0.26;
192.090;165.66;-0.72;
192.100;165.76;-0.81;
192.110;165.90;-0.93;
192.120;165.90;-0.77;
192.130;165.39;-0.78;
192.140;165.34;-0.40;
192.150;165.08;-0.22;
192.160;164.92;-0.38;
192.170;164.98;-0.15;
192.180;164.87;0.17;
192.190;164.73;0.16;
192.200;164.44;0.18;
192.210;164.13;0.70;
192.220;163.66;1.04;
192.230;163.59;1.13;
192.240;164.04;0.91;
192.250;164.45;0.54;
192.260;164.75;0.25;
192.270;164.95;-0.04;
192.280;165.70;-0.37;
192.290;166.16;-0.73;
192.300;166.43;-0.88;
192.310;166.50;-0.81;
192.320;166.23;-0.73;
192.330;166.01;-0.57;
192.340;165.83;-0.43;
192.350;165.63;-0.27;
192.360;165.47;-0.17;
192.370;165.35;-0.00;
192.380;165.37;0.15;
192.390;165.13;0.21;
192.400;164.77;0.33;
192.410;164.64;0.76;
192.420;164.23;1.07;
192.430;164.17;1.03;
192.440;164.18;0.86;
192.450;164.74;0.56;
192.460;164.93;0.24;
192.470;165.14;-0.09;
192.480;165.54;-0.31;
192.490;166.05;-0.60;
192.500;166.47;-0.79;
192.510;166.35;-0.93;
192.520;166.27;-0.93;
192.530;166.02;-0.53;
192.540;165.78;-0.37;
192.550;165.61;-0.35;
192.560;165.79;-0.26;
192.570;165.66;-0.05;
192.580;165.32;0.14;
192.590;165.25;0.12;
192.600;165.20;0.43;
192.610;164.93;0.68;
192.620;164.60;1.05;
192.630;164.42;1.26;
192.640;165.07;0.92;
192.650;165.73;0.47;
192.660;165.96;0.33;
192.670;166.29;0.02;
192.680;166.91;-0.25;
192.690;167.49;-0.54;
192.700;167.89;-0.98;
192.710;168.02;-0.93;
192.720;167.84;-0.82;
192.730;167.83;-0.62;
192.740;167.53;-0.41;
192.750;167.51;-0.32;
192.760;167.50;-0.35;
192.770;167.29;-0.11;
192.780;167.35;0.03;
192.790;167.02;0.10;
192.800;166.69;0.30;
192.810;166.56;0.63;
192.820;166.16;0.90;
192.830;165.97;1.10;
192.840;166.28;0.85;
192.850;166.84;0.34;
192.860;166.91;0.25;
192.870;167.17;-0.01;
192.880;167.63;-0.41;
192.890;167.79;-0.67;
192.900;168.11;-0.89;
192.910;167.91;-0.82;
192.920;167.52;-0.64;
192.930;167.28;-0.66;
192.940;167.22;-0.40;
192.950;166.73;-0.29;
192.960;166.41;-0.13;
192.970;166.36;-0.16;
192.980;165.95;0.13;
192.990;165.75;0.22;
193.000;165.37;0.29;
193.010;164.87;0.69;
193.020;164.28;1.07;
193.030;163.99;1.16;
193.040;164.11;0.65;
193.050;164.58;0.59;
193.060;164.81;0.15;
193.070;164.77;-0.11;
193.080;165.01;-0.35;
193.090;165.42;-0.79;
193.100;165.54;-0.97;
193.110;165.21;-0.88;
193.120;164.84;-0.70;
193.130;164.50;-0.56;
193.140;164.14;-0.43;
193.150;163.89;-0.24;
193.160;163.75;-0.19;
193.170;163.28;-0.27;
193.180;163.17;0.06;
193.190;162.57;0.30;
193.200;162.17;0.45;
193.210;162.04;0.76;
193.220;161.42;1.12;
193.230;161.29;1.10;
193.240;161.44;0.79;
193.250;161.89;0.49;
193.260;162.04;0.24;
193.270;162.39;0.04;
193.280;162.84;-0.34;
193.290;163.15;-0.62;
193.300;163.46;-0.66;
193.310;163.61;-0.97;
193.320;163.37;-0.70;
193.330;163.12;-0.63;
193.340;163.02;-0.48;
193.350;162.88;-0.31;
193.360;162.98;-0.31;
193.370;162.86;-0.07;
193.380;162.80;0.01;
193.390;162.84;0.20;
193.400;162.85;0.33;
193.410;162.58;0.65;
193.420;162.53;1.04;
193.430;162.57;1.13;
193.440;163.13;0.75;
193.450;163.99;0.49;
193.460;164.29;0.40;
193.470;164.70;0.20;
193.480;165.45;-0.41;
193.490;166.03;-0.67;
193.500;166.25;-0.88;
193.510;166.56;-1.02;
193.520;166.50;-0.86;
193.530;166.31;-0.68;
193.540;166.11;-0.35;
193.550;166.28;-0.20;
193.560;166.10;-0.14;
193.570;165.89;-0.11;
193.580;165.75;0.11;
193.590;165.56;0.25;
193.600;165.51;0.47;
193.610;165.09;0.78;
193.620;164.73;0.97;
193.630;164.57;1.04;
193.640;165.09;0.78;
193.650;165.52;0.39;
193.660;165.81;0.28;
193.670;165.91;-0.07;
193.680;166.44;-0.37;
193.690;166.85;-0.60;
193.700;167.35;-0.90;
193.710;167.41;-0.86;
193.720;166.86;-0.67;
193.730;166.85;-0.47;
193.740;166.56;-0.42;
193.750;166.43;-0.23;
193.760;166.20;-0.16;
193.770;165.97;-0.05;
193.780;165.67;0.16;
193.790;165.63;0.09;
193.800;165.12;0.25;
193.810;164.74;0.73;
193.820;164.25;1.08;
193.830;164.12;1.12;
193.840;164.53;0.72;
193.850;164.87;0.36;
193.860;165.17;0.41;
193.870;165.18;0.01;
193.880;165.90;-0.46;
193.890;166.20;-0.52;
193.900;166.62;-0.76;
193.910;166.44;-0.79;
193.920;166.09;-0.64;
193.930;166.09;-0.58;
193.940;165.84;-0.44;
193.950;165.69;-0.24;
193.960;165.50;-0.32;
193.970;165.49;-0.10;
193.980;165.39;0.08;
193.990;164.98;0.21;
194.000;164.93;0.50;
194.010;164.66;0.67;
194.020;164.35;0.91;
194.030;164.41;1.11;
194.040;164.64;0.86;
194.050;165.33;0.42;
194.060;165.49;0.35;
194.070;165.92;0.11;
194.080;166.39;-0.28;
194.090;166.81;-0.66;
194.100;167.11;-0.94;
194.110;167.06;-0.99;
194.120;166.83;-0.66;
194.130;166.74;-0.49;
194.140;166.73;-0.22;
194.150;166.52;-0.35;
194.160;166.48;-0.20;
194.170;166.17;0.08;
194.180;166.01;0.00;
194.190;165.97;0.28;
194.200;165.71;0.27;
194.210;165.22;0.73;
194.220;164.82;0.96;
194.230;164.74;1.06;
194.240;165.29;0.84;
194.250;165.65;0.30;
194.260;165.71;0.31;
194.270;166.23;0.11;
194.280;166.50;-0.48;
194.290;166.73;-0.75;
194.300;166.93;-0.86;
194.310;166.95;-0.85;
194.320;166.67;-0.76;
194.330;166.37;-0.66;
194.340;166.19;-0.44;
194.350;165.81;-0.40;
194.360;165.75;-0.33;
194.370;165.65;-0.08;
194.380;165.46;0.13;
194.390;165.07;0.32;
194.400;164.79;0.41;
194.410;164.64;0.68;
194.420;164.20;1.02;
194.430;163.98;0.93;
194.440;164.37;0.86;
194.450;164.83;0.35;
194.460;165.04;0.16;
194.470;165.41;0.03;
194.480;165.73;-0.38;
194.490;166.09;-0.64;
194.500;166.31;-0.98;
194.510;166.47;-0.97;
194.520;166.09;-0.91;
194.530;166.02;-0.48;
194.540;165.94;-0.36;
