Time: 04.07.2022 11:04:06;
Team: Senior Men;
Athlete name: rfd;
Device: NORDIC02;
Comment: ;
#SampleTime[s];Force_left[N];Force_right[N];
0.8820;-0.02;-0.31;
0.8830;0.06;-0.20;
0.8840;-0.02;0.04;
0.8850;-0.06;0.16;
0.8860;-0.10;0.41;
0.8870;-0.14;0.18;
0.8880;-0.10;0.50;
0.8890;-0.48;1.28;
0.8900;-0.48;1.32;
0.8910;-0.44;1.27;
0.8920;-0.39;0.89;
0.8930;-0.02;0.46;
0.8940;-0.16;0.11;
0.8950;0.08;-0.49;
0.8960;0.26;-1.09;
0.8970;0.32;-1.18;
0.8980;0.48;-1.48;
0.8990;0.40;-1.12;
0.9000;0.33;-0.54;
0.9010;-0.01;-0.73;
0.9020;0.07;-0.35;
0.9030;0.11;-0.12;
0.9040;-0.08;-0.02;
0.9050;-0.04;-0.04;
0.9060;-0.23;0.31;
0.9070;-0.04;0.27;
0.9080;-0.10;0.56;
0.9090;-0.55;1.39;
0.9100;-0.58;1.37;
0.9110;-0.56;1.19;
0.9120;-0.30;0.91;
0.9130;-0.04;0.46;
0.9140;-0.30;0.02;
0.9150;-0.01;-0.32;
0.9160;0.42;-0.98;
0.9170;0.40;-1.19;
0.9180;0.62;-1.48;
0.9190;0.43;-1.09;
0.9200;0.33;-0.61;
0.9210;0.14;-0.47;
0.9220;-0.11;-0.39;
0.9230;-0.10;-0.22;
0.9240;-0.21;0.09;
0.9250;-0.07;-0.01;
0.9260;-0.12;0.34;
0.9270;-0.13;0.41;
0.9280;-0.23;0.49;
0.9290;-0.39;1.28;
0.9300;-0.52;1.56;
0.9310;-0.54;1.35;
0.9320;-0.27;1.11;
0.9330;-0.06;0.30;
0.9340;-0.05;0.11;
0.9350;0.15;-0.42;
0.9360;0.37;-1.00;
0.9370;0.20;-1.18;
0.9380;0.45;-1.55;
0.9390;0.53;-1.13;
0.9400;0.23;-0.61;
0.9410;0.08;-0.49;
0.9420;0.20;-0.18;
0.9430;-0.02;-0.28;
0.9440;-0.06;-0.03;
0.9450;0.01;0.32;
0.9460;-0.26;0.32;
0.9470;-0.11;0.34;
0.9480;-0.20;0.55;
0.9490;-0.42;1.34;
0.9500;-0.64;1.49;
0.9510;-0.48;1.40;
0.9520;-0.34;0.79;
0.9530;-0.22;0.40;
0.9540;0.02;0.02;
0.9550;0.06;-0.33;
0.9560;0.31;-0.91;
0.9570;0.39;-1.24;
0.9580;0.38;-1.48;
0.9590;0.35;-1.40;
0.9600;0.20;-0.43;
0.9610;-0.03;-0.38;
0.9620;0.09;-0.17;
0.9630;0.02;-0.12;
0.9640;0.01;0.08;
0.9650;-0.06;0.07;
0.9660;-0.24;0.31;
0.9670;0.06;0.15;
0.9680;-0.30;0.39;
0.9690;-0.30;1.31;
0.9700;-0.49;1.39;
0.9710;-0.52;1.41;
0.9720;-0.28;0.71;
0.9730;-0.28;0.38;
0.9740;-0.01;0.06;
0.9750;-0.01;-0.38;
0.9760;0.37;-0.96;
0.9770;0.42;-1.42;
0.9780;0.60;-1.48;
0.9790;0.32;-1.13;
0.9800;0.04;-0.42;
0.9810;0.15;-0.32;
0.9820;-0.11;-0.33;
0.9830;0.05;-0.18;
0.9840;-0.10;0.02;
0.9850;-0.28;0.01;
0.9860;-0.14;0.29;
0.9870;-0.14;0.21;
0.9880;-0.29;0.44;
0.9890;-0.34;1.44;
0.9900;-0.61;1.37;
0.9910;-0.47;1.24;
0.9920;-0.35;1.01;
0.9930;-0.19;0.36;
0.9940;-0.01;0.10;
0.9950;-0.18;-0.48;
0.9960;0.19;-1.08;
0.9970;0.28;-1.39;
0.9980;0.44;-1.43;
0.9990;0.37;-0.95;
1.0000;0.03;-0.68;
1.0010;-0.00;-0.51;
1.0020;0.01;-0.33;
1.0030;0.10;-0.28;
1.0040;-0.07;0.00;
1.0050;-0.06;0.03;
1.0060;-0.13;0.36;
1.0070;-0.10;0.38;
1.0080;-0.20;0.50;
1.0090;-0.42;1.49;
1.0100;-0.56;1.55;
1.0110;-0.60;1.26;
1.0120;-0.05;1.08;
1.0130;-0.03;0.31;
1.0140;-0.05;0.06;
1.0150;0.12;-0.46;
1.0160;0.14;-1.11;
1.0170;0.34;-1.37;
1.0180;0.58;-1.65;
1.0190;0.34;-1.09;
1.0200;0.12;-0.63;
1.0210;0.10;-0.41;
1.0220;-0.07;-0.32;
1.0230;0.06;-0.26;
1.0240;0.08;-0.08;
1.0250;-0.14;0.16;
1.0260;-0.18;0.22;
1.0270;0.01;0.31;
1.0280;-0.12;0.63;
1.0290;-0.37;1.21;
1.0300;-0.50;1.48;
1.0310;-0.44;1.31;
1.0320;-0.31;0.94;
1.0330;-0.15;0.43;
1.0340;-0.09;0.17;
1.0350;-0.05;-0.46;
1.0360;0.20;-0.98;
1.0370;0.40;-1.26;
1.0380;0.53;-1.58;
1.0390;0.26;-1.15;
1.0400;0.18;-0.48;
1.0410;0.05;-0.40;
1.0420;0.04;-0.26;
1.0430;-0.04;-0.29;
1.0440;-0.13;-0.18;
1.0450;0.04;-0.10;
1.0460;-0.17;0.30;
1.0470;-0.07;0.20;
1.0480;-0.23;0.44;
1.0490;-0.32;1.38;
1.0500;-0.52;1.43;
1.0510;-0.59;1.39;
1.0520;-0.27;0.81;
1.0530;-0.36;0.26;
1.0540;-0.17;0.08;
1.0550;0.02;-0.35;
1.0560;0.25;-1.00;
1.0570;0.52;-1.35;
1.0580;0.55;-1.46;
1.0590;0.35;-1.09;
1.0600;0.19;-0.59;
1.0610;0.08;-0.47;
1.0620;0.03;-0.22;
1.0630;0.10;-0.15;
1.0640;-0.13;0.03;
1.0650;-0.01;0.23;
1.0660;-0.26;0.33;
1.0670;-0.33;0.23;
1.0680;-0.26;0.52;
1.0690;-0.52;1.46;
1.0700;-0.49;1.39;
1.0710;-0.54;1.41;
1.0720;-0.30;0.83;
1.0730;-0.30;0.39;
1.0740;0.11;0.08;
1.0750;0.14;-0.56;
1.0760;0.29;-0.88;
1.0770;0.39;-1.35;
1.0780;0.34;-1.48;
1.0790;0.42;-1.21;
1.0800;0.22;-0.39;
1.0810;0.16;-0.49;
1.0820;-0.02;-0.34;
1.0830;0.13;-0.15;
1.0840;-0.17;-0.20;
1.0850;-0.09;0.12;
1.0860;0.01;0.34;
1.0870;-0.06;0.29;
1.0880;-0.17;0.50;
1.0890;-0.50;1.24;
1.0900;-0.45;1.43;
1.0910;-0.37;1.21;
1.0920;-0.39;0.88;
1.0930;-0.12;0.33;
1.0940;-0.15;0.13;
1.0950;0.14;-0.39;
1.0960;0.33;-0.92;
1.0970;0.41;-1.28;
1.0980;0.42;-1.64;
1.0990;0.26;-1.00;
1.1000;0.25;-0.54;
1.1010;-0.05;-0.29;
1.1020;0.16;-0.24;
1.1030;0.14;-0.17;
1.1040;-0.15;0.10;
1.1050;-0.14;0.18;
1.1060;-0.14;0.25;
1.1070;-0.24;0.31;
1.1080;-0.13;0.64;
1.1090;-0.63;1.24;
1.1100;-0.41;1.46;
1.1110;-0.53;1.15;
1.1120;-0.43;0.82;
1.1130;-0.13;0.29;
1.1140;-0.14;0.10;
1.1150;0.14;-0.34;
1.1160;0.21;-1.03;
1.1170;0.46;-1.22;
1.1180;0.52;-1.67;
1.1190;0.50;-1.05;
1.1200;0.05;-0.53;
1.1210;0.01;-0.50;
1.1220;-0.04;-0.19;
1.1230;0.02;-0.15;
1.1240;0.06;0.07;
1.1250;-0.06;0.28;
1.1260;-0.24;0.24;
1.1270;-0.20;0.15;
1.1280;-0.43;0.69;
1.1290;-0.46;1.33;
1.1300;-0.45;1.70;
1.1310;-0.55;1.37;
1.1320;-0.28;0.87;
1.1330;-0.17;0.29;
1.1340;-0.05;0.16;
1.1350;0.09;-0.29;
1.1360;0.14;-0.99;
1.1370;0.47;-1.28;
1.1380;0.50;-1.58;
1.1390;0.30;-1.14;
1.1400;0.29;-0.57;
1.1410;0.11;-0.42;
1.1420;-0.02;-0.16;
1.1430;-0.15;-0.18;
1.1440;0.00;-0.05;
1.1450;-0.02;0.23;
1.1460;0.05;0.22;
1.1470;-0.14;0.47;
1.1480;-0.09;0.51;
1.1490;-0.39;1.34;
1.1500;-0.52;1.53;
1.1510;-0.43;1.26;
1.1520;-0.29;0.86;
1.1530;-0.04;0.35;
1.1540;-0.09;0.14;
1.1550;0.12;-0.30;
1.1560;0.24;-0.96;
1.1570;0.47;-1.48;
1.1580;0.37;-1.36;
1.1590;0.34;-1.05;
1.1600;0.08;-0.63;
1.1610;0.19;-0.35;
1.1620;0.11;-0.00;
1.1630;-0.10;-0.16;
1.1640;-0.11;0.01;
1.1650;-0.08;0.23;
1.1660;-0.10;0.20;
1.1670;-0.15;0.22;
1.1680;-0.09;0.45;
1.1690;-0.46;1.18;
1.1700;-0.61;1.37;
1.1710;-0.60;1.39;
1.1720;-0.32;0.81;
1.1730;-0.08;0.35;
1.1740;-0.00;0.37;
1.1750;0.03;-0.34;
1.1760;0.16;-0.85;
1.1770;0.44;-1.31;
1.1780;0.44;-1.58;
1.1790;0.39;-1.05;
1.1800;0.30;-0.51;
1.1810;0.10;-0.41;
1.1820;0.12;-0.21;
1.1830;0.07;-0.16;
1.1840;-0.08;-0.06;
1.1850;-0.12;0.05;
1.1860;-0.12;0.38;
1.1870;-0.09;0.26;
1.1880;-0.22;0.44;
1.1890;-0.48;1.35;
1.1900;-0.42;1.35;
1.1910;-0.44;1.38;
1.1920;-0.41;0.87;
1.1930;-0.27;0.43;
1.1940;-0.19;0.21;
1.1950;0.11;-0.37;
1.1960;0.20;-0.88;
1.1970;0.40;-1.28;
1.1980;0.50;-1.58;
1.1990;0.33;-1.02;
1.2000;0.28;-0.62;
1.2010;-0.04;-0.58;
1.2020;0.03;-0.11;
1.2030;0.15;-0.24;
1.2040;-0.01;-0.06;
1.2050;-0.13;0.15;
1.2060;-0.21;0.22;
1.2070;-0.01;0.11;
1.2080;-0.15;0.52;
1.2090;-0.45;1.39;
1.2100;-0.59;1.65;
1.2110;-0.37;1.42;
1.2120;-0.26;0.93;
1.2130;-0.14;0.43;
1.2140;0.07;0.03;
1.2150;0.15;-0.35;
1.2160;0.25;-1.08;
1.2170;0.40;-1.25;
1.2180;0.54;-1.42;
1.2190;0.33;-1.07;
1.2200;0.20;-0.38;
1.2210;0.15;-0.53;
1.2220;0.06;-0.20;
1.2230;0.07;-0.19;
1.2240;0.02;-0.19;
1.2250;-0.08;0.02;
1.2260;-0.05;0.36;
1.2270;-0.04;0.34;
1.2280;-0.31;0.52;
1.2290;-0.45;1.43;
1.2300;-0.39;1.39;
1.2310;-0.44;1.42;
1.2320;-0.12;0.98;
1.2330;-0.06;0.19;
1.2340;-0.13;0.11;
1.2350;0.15;-0.48;
1.2360;0.34;-1.11;
1.2370;0.38;-1.26;
1.2380;0.42;-1.48;
1.2390;0.31;-1.09;
1.2400;0.17;-0.53;
1.2410;0.17;-0.50;
1.2420;0.06;-0.35;
1.2430;0.02;-0.22;
1.2440;0.03;-0.09;
1.2450;-0.17;0.06;
1.2460;-0.20;0.30;
1.2470;-0.03;0.31;
1.2480;-0.16;0.51;
1.2490;-0.48;1.31;
1.2500;-0.48;1.52;
1.2510;-0.45;1.45;
1.2520;-0.42;0.84;
1.2530;-0.04;0.39;
1.2540;-0.05;0.11;
1.2550;0.06;-0.41;
1.2560;0.39;-0.85;
1.2570;0.35;-1.24;
1.2580;0.39;-1.25;
1.2590;0.41;-1.00;
1.2600;0.15;-0.57;
1.2610;-0.03;-0.49;
1.2620;0.10;-0.28;
1.2630;0.03;-0.13;
1.2640;-0.11;-0.12;
1.2650;-0.09;-0.05;
1.2660;-0.12;0.28;
1.2670;-0.14;0.30;
1.2680;-0.34;0.54;
1.2690;-0.44;1.31;
1.2700;-0.53;1.34;
1.2710;-0.45;1.32;
1.2720;-0.28;0.95;
1.2730;-0.15;0.43;
1.2740;-0.03;0.27;
1.2750;0.01;-0.28;
1.2760;0.26;-0.94;
1.2770;0.41;-1.33;
1.2780;0.51;-1.53;
1.2790;0.30;-0.98;
1.2800;0.08;-0.60;
1.2810;0.14;-0.54;
1.2820;0.17;-0.31;
1.2830;-0.03;-0.21;
1.2840;-0.03;-0.12;
1.2850;0.01;0.04;
1.2860;-0.05;0.21;
1.2870;-0.11;0.16;
1.2880;-0.23;0.59;
1.2890;-0.40;1.30;
1.2900;-0.48;1.53;
1.2910;-0.40;1.27;
1.2920;-0.36;0.96;
1.2930;-0.23;0.42;
1.2940;-0.11;0.13;
1.2950;0.09;-0.40;
1.2960;0.38;-1.06;
1.2970;0.26;-1.09;
1.2980;0.34;-1.63;
1.2990;0.41;-1.04;
1.3000;0.09;-0.52;
1.3010;0.09;-0.62;
1.3020;-0.02;-0.26;
1.3030;0.03;-0.31;
1.3040;-0.04;-0.06;
1.3050;-0.06;0.01;
1.3060;-0.11;0.13;
1.3070;-0.11;0.14;
1.3080;-0.15;0.44;
1.3090;-0.43;1.19;
1.3100;-0.48;1.47;
1.3110;-0.49;1.38;
1.3120;-0.17;0.82;
1.3130;-0.06;0.30;
1.3140;-0.08;0.09;
1.3150;0.25;-0.43;
1.3160;0.36;-1.02;
1.3170;0.33;-1.28;
1.3180;0.41;-1.60;
1.3190;0.39;-1.12;
1.3200;0.12;-0.62;
1.3210;0.01;-0.46;
1.3220;-0.00;-0.16;
1.3230;0.08;-0.20;
1.3240;-0.05;0.04;
1.3250;-0.17;0.18;
1.3260;-0.04;0.19;
1.3270;-0.13;0.24;
1.3280;-0.08;0.47;
1.3290;-0.53;1.28;
1.3300;-0.41;1.51;
1.3310;-0.47;1.24;
1.3320;-0.30;0.90;
1.3330;-0.08;0.27;
1.3340;-0.03;0.14;
1.3350;0.22;-0.31;
1.3360;0.22;-0.95;
1.3370;0.45;-1.23;
1.3380;0.44;-1.39;
1.3390;0.31;-1.07;
1.3400;0.20;-0.56;
1.3410;0.22;-0.42;
1.3420;0.07;-0.29;
1.3430;0.15;-0.17;
1.3440;-0.09;-0.20;
1.3450;-0.06;0.07;
1.3460;-0.15;0.15;
1.3470;-0.15;0.37;
1.3480;-0.37;0.64;
1.3490;-0.54;1.32;
1.3500;-0.53;1.49;
1.3510;-0.61;1.27;
1.3520;-0.31;0.94;
1.3530;-0.15;0.23;
1.3540;-0.06;0.26;
1.3550;0.08;-0.37;
1.3560;0.30;-0.98;
1.3570;0.37;-1.32;
1.3580;0.71;-1.48;
1.3590;0.27;-0.90;
1.3600;0.08;-0.59;
1.3610;-0.05;-0.53;
1.3620;-0.05;-0.32;
1.3630;-0.03;-0.14;
1.3640;-0.04;-0.19;
1.3650;0.15;0.23;
1.3660;-0.05;0.18;
1.3670;-0.06;0.17;
1.3680;-0.19;0.76;
1.3690;-0.39;1.17;
1.3700;-0.51;1.45;
1.3710;-0.45;1.38;
1.3720;-0.33;0.90;
1.3730;-0.17;0.34;
1.3740;0.08;0.29;
1.3750;0.08;-0.28;
1.3760;0.26;-0.96;
1.3770;0.45;-1.13;
1.3780;0.32;-1.47;
1.3790;0.43;-1.12;
1.3800;0.20;-0.51;
1.3810;0.23;-0.58;
1.3820;0.20;-0.12;
1.3830;0.13;-0.18;
1.3840;0.09;0.03;
1.3850;-0.04;0.10;
1.3860;-0.09;0.09;
1.3870;-0.19;0.27;
1.3880;-0.20;0.41;
1.3890;-0.45;1.36;
1.3900;-0.57;1.50;
1.3910;-0.54;1.53;
1.3920;-0.29;0.84;
1.3930;-0.12;0.44;
1.3940;-0.04;0.23;
1.3950;0.10;-0.36;
1.3960;0.29;-0.93;
1.3970;0.37;-1.19;
1.3980;0.48;-1.52;
1.3990;0.40;-1.23;
1.4000;0.18;-0.58;
1.4010;0.12;-0.40;
1.4020;0.05;-0.26;
1.4030;0.06;-0.34;
1.4040;-0.02;0.15;
1.4050;-0.03;0.06;
1.4060;-0.13;0.30;
1.4070;-0.19;0.19;
1.4080;-0.21;0.53;
1.4090;-0.54;1.33;
1.4100;-0.56;1.37;
1.4110;-0.40;1.23;
1.4120;-0.25;0.85;
1.4130;-0.07;0.49;
1.4140;-0.04;0.05;
1.4150;0.07;-0.36;
1.4160;0.33;-0.93;
1.4170;0.41;-1.21;
1.4180;0.42;-1.55;
1.4190;0.40;-1.31;
1.4200;0.10;-0.61;
1.4210;0.02;-0.36;
1.4220;0.14;-0.29;
1.4230;-0.08;-0.18;
1.4240;-0.03;0.08;
1.4250;0.01;0.10;
1.4260;-0.10;0.24;
1.4270;0.01;0.34;
1.4280;-0.25;0.41;
1.4290;-0.47;1.29;
1.4300;-0.39;1.64;
1.4310;-0.56;1.24;
1.4320;-0.51;0.90;
1.4330;-0.16;0.26;
1.4340;-0.26;0.11;
1.4350;0.26;-0.21;
1.4360;0.42;-0.92;
1.4370;0.39;-1.35;
1.4380;0.51;-1.39;
1.4390;0.40;-1.02;
1.4400;0.16;-0.60;
1.4410;0.08;-0.35;
1.4420;0.10;-0.28;
1.4430;-0.07;-0.18;
1.4440;-0.07;-0.16;
1.4450;-0.19;0.01;
1.4460;-0.13;0.21;
1.4470;-0.15;0.24;
1.4480;-0.11;0.60;
1.4490;-0.62;1.32;
1.4500;-0.55;1.32;
1.4510;-0.42;1.32;
1.4520;-0.43;1.00;
1.4530;-0.23;0.38;
1.4540;-0.10;0.12;
1.4550;0.08;-0.45;
1.4560;0.14;-0.84;
1.4570;0.36;-1.19;
1.4580;0.46;-1.49;
1.4590;0.29;-1.03;
1.4600;0.15;-0.65;
1.4610;0.25;-0.52;
1.4620;-0.18;-0.21;
1.4630;-0.11;-0.09;
1.4640;0.01;-0.02;
1.4650;-0.09;0.05;
1.4660;-0.11;0.22;
1.4670;-0.02;0.30;
1.4680;-0.08;0.61;
1.4690;-0.47;1.12;
1.4700;-0.45;1.59;
1.4710;-0.39;1.32;
1.4720;-0.38;0.88;
1.4730;-0.19;0.47;
1.4740;-0.02;0.01;
1.4750;0.06;-0.34;
1.4760;0.43;-1.16;
1.4770;0.40;-1.31;
1.4780;0.48;-1.44;
1.4790;0.49;-1.06;
1.4800;0.01;-0.44;
1.4810;0.04;-0.48;
1.4820;0.03;-0.11;
1.4830;0.06;-0.17;
1.4840;0.08;-0.07;
1.4850;0.06;0.17;
1.4860;-0.04;0.22;
1.4870;-0.06;0.26;
1.4880;-0.17;0.57;
1.4890;-0.52;1.22;
1.4900;-0.52;1.48;
1.4910;-0.43;1.51;
1.4920;-0.49;0.74;
1.4930;-0.24;0.50;
1.4940;-0.17;0.09;
1.4950;-0.06;-0.47;
1.4960;0.30;-0.88;
1.4970;0.24;-1.23;
1.4980;0.42;-1.60;
1.4990;0.37;-1.22;
1.5000;0.23;-0.40;
1.5010;0.21;-0.58;
1.5020;0.10;-0.36;
1.5030;0.02;-0.32;
1.5040;0.08;0.00;
1.5050;-0.11;0.06;
1.5060;-0.11;0.21;
1.5070;0.05;0.23;
1.5080;-0.17;0.64;
1.5090;-0.46;1.33;
1.5100;-0.48;1.39;
1.5110;-0.29;1.37;
1.5120;-0.26;0.92;
1.5130;-0.17;0.28;
1.5140;-0.25;0.18;
1.5150;0.14;-0.24;
1.5160;0.17;-0.97;
1.5170;0.32;-1.13;
1.5180;0.57;-1.43;
1.5190;0.34;-0.98;
1.5200;0.37;-0.61;
1.5210;0.00;-0.47;
1.5220;-0.04;-0.35;
1.5230;0.11;-0.29;
1.5240;0.00;-0.18;
1.5250;-0.13;0.16;
1.5260;-0.08;0.38;
1.5270;-0.02;0.36;
1.5280;-0.26;0.59;
1.5290;-0.51;1.19;
1.5300;-0.52;1.51;
1.5310;-0.40;1.39;
1.5320;-0.39;1.02;
1.5330;-0.23;0.37;
1.5340;-0.19;0.04;
1.5350;0.15;-0.36;
1.5360;0.35;-1.04;
1.5370;0.45;-1.39;
1.5380;0.65;-1.55;
1.5390;0.48;-1.25;
1.5400;0.25;-0.47;
1.5410;0.17;-0.46;
1.5420;0.11;-0.31;
1.5430;-0.08;-0.06;
1.5440;-0.01;-0.03;
1.5450;-0.05;-0.01;
1.5460;-0.13;0.22;
1.5470;-0.10;0.28;
1.5480;-0.23;0.54;
1.5490;-0.56;1.37;
1.5500;-0.50;1.52;
1.5510;-0.39;1.27;
1.5520;-0.39;1.04;
1.5530;-0.06;0.33;
1.5540;-0.10;0.01;
1.5550;0.01;-0.27;
1.5560;0.22;-0.99;
1.5570;0.29;-1.13;
1.5580;0.38;-1.55;
1.5590;0.34;-1.04;
1.5600;0.25;-0.45;
1.5610;0.21;-0.49;
1.5620;0.09;-0.28;
1.5630;-0.06;-0.20;
1.5640;0.14;0.12;
1.5650;-0.04;0.15;
1.5660;-0.13;0.18;
1.5670;-0.11;0.25;
1.5680;-0.21;0.53;
1.5690;-0.48;1.19;
1.5700;-0.61;1.51;
1.5710;-0.49;1.30;
1.5720;-0.39;0.84;
1.5730;-0.15;0.44;
1.5740;-0.17;0.11;
1.5750;0.02;-0.38;
1.5760;0.30;-1.11;
1.5770;0.51;-1.41;
1.5780;0.50;-1.44;
1.5790;0.33;-1.14;
1.5800;0.21;-0.66;
1.5810;-0.02;-0.42;
1.5820;0.02;-0.28;
1.5830;0.15;-0.25;
1.5840;-0.19;-0.00;
1.5850;0.06;0.07;
1.5860;-0.07;0.26;
1.5870;-0.29;0.38;
1.5880;-0.30;0.76;
1.5890;-0.55;1.36;
1.5900;-0.52;1.44;
1.5910;-0.45;1.37;
1.5920;-0.06;0.88;
1.5930;-0.27;0.37;
1.5940;-0.06;0.09;
1.5950;0.14;-0.39;
1.5960;0.14;-0.96;
1.5970;0.47;-1.31;
1.5980;0.48;-1.39;
1.5990;0.42;-1.07;
1.6000;0.17;-0.61;
1.6010;0.11;-0.37;
1.6020;0.05;-0.36;
1.6030;0.07;-0.30;
1.6040;0.02;-0.06;
1.6050;-0.05;0.05;
1.6060;-0.15;0.31;
1.6070;-0.16;0.18;
1.6080;-0.20;0.50;
1.6090;-0.37;1.42;
1.6100;-0.41;1.36;
1.6110;-0.53;1.37;
1.6120;-0.47;0.97;
1.6130;-0.21;0.50;
1.6140;-0.01;0.09;
1.6150;0.10;-0.43;
1.6160;0.33;-0.88;
1.6170;0.38;-1.39;
1.6180;0.48;-1.55;
1.6190;0.39;-1.06;
1.6200;0.13;-0.51;
1.6210;0.10;-0.55;
1.6220;0.10;-0.29;
1.6230;0.16;-0.14;
1.6240;0.10;0.11;
1.6250;-0.26;0.21;
1.6260;-0.12;0.25;
1.6270;-0.14;-0.03;
1.6280;-0.23;0.52;
1.6290;-0.30;1.38;
1.6300;-0.53;1.32;
1.6310;-0.30;1.38;
1.6320;-0.33;0.96;
1.6330;-0.13;0.31;
1.6340;-0.02;0.06;
1.6350;0.12;-0.41;
1.6360;0.29;-1.06;
1.6370;0.56;-1.14;
1.6380;0.35;-1.52;
1.6390;0.22;-1.12;
1.6400;0.19;-0.61;
1.6410;0.06;-0.42;
1.6420;0.11;-0.33;
1.6430;0.02;-0.20;
1.6440;-0.05;-0.09;
1.6450;-0.19;-0.05;
1.6460;-0.16;0.38;
1.6470;-0.23;0.11;
1.6480;-0.13;0.61;
1.6490;-0.39;1.36;
1.6500;-0.63;1.35;
1.6510;-0.60;1.50;
1.6520;-0.26;0.90;
1.6530;-0.23;0.48;
1.6540;-0.06;0.24;
1.6550;0.28;-0.41;
1.6560;0.26;-0.86;
1.6570;0.41;-1.31;
1.6580;0.40;-1.39;
1.6590;0.32;-1.17;
1.6600;0.14;-0.68;
1.6610;0.05;-0.37;
1.6620;0.06;-0.12;
1.6630;0.09;-0.29;
1.6640;-0.03;-0.05;
1.6650;-0.05;0.14;
1.6660;-0.05;0.22;
1.6670;-0.13;0.33;
1.6680;-0.23;0.60;
1.6690;-0.47;1.39;
1.6700;-0.47;1.37;
1.6710;-0.44;1.41;
1.6720;-0.46;0.85;
1.6730;-0.10;0.32;
1.6740;-0.07;0.17;
1.6750;0.08;-0.25;
1.6760;0.34;-0.85;
1.6770;0.47;-1.29;
1.6780;0.49;-1.43;
1.6790;0.37;-1.08;
1.6800;0.22;-0.53;
1.6810;0.09;-0.44;
1.6820;0.12;-0.24;
1.6830;0.02;-0.12;
1.6840;0.23;-0.04;
1.6850;-0.08;-0.03;
1.6860;-0.03;0.05;
1.6870;-0.19;0.29;
1.6880;-0.24;0.68;
1.6890;-0.34;1.26;
1.6900;-0.43;1.58;
1.6910;-0.35;1.18;
1.6920;-0.32;0.82;
1.6930;-0.05;0.51;
1.6940;-0.22;0.20;
1.6950;0.21;-0.29;
1.6960;0.25;-0.93;
1.6970;0.29;-1.27;
1.6980;0.41;-1.63;
1.6990;0.45;-1.21;
1.7000;0.13;-0.60;
1.7010;0.16;-0.42;
1.7020;0.17;-0.29;
1.7030;-0.14;-0.06;
1.7040;-0.03;-0.22;
1.7050;0.10;0.12;
1.7060;-0.06;0.46;
1.7070;-0.19;0.27;
1.7080;-0.14;0.66;
1.7090;-0.33;1.27;
1.7100;-0.38;1.36;
1.7110;-0.47;1.25;
1.7120;-0.22;0.96;
1.7130;-0.11;0.38;
1.7140;-0.12;0.23;
1.7150;-0.05;-0.23;
1.7160;0.36;-0.78;
1.7170;0.42;-1.12;
1.7180;0.52;-1.51;
1.7190;0.35;-1.10;
1.7200;0.13;-0.56;
1.7210;0.22;-0.57;
1.7220;-0.01;-0.27;
1.7230;-0.01;-0.22;
1.7240;-0.05;0.07;
1.7250;-0.05;0.21;
1.7260;-0.18;0.23;
1.7270;-0.10;0.12;
1.7280;-0.10;0.38;
1.7290;-0.43;1.20;
1.7300;-0.59;1.33;
1.7310;-0.43;1.42;
1.7320;-0.41;0.88;
1.7330;-0.03;0.22;
1.7340;-0.00;0.07;
1.7350;0.05;-0.31;
1.7360;0.25;-1.09;
1.7370;0.36;-1.23;
1.7380;0.63;-1.50;
1.7390;0.34;-1.09;
1.7400;0.14;-0.57;
1.7410;0.19;-0.53;
1.7420;0.05;-0.28;
1.7430;-0.01;-0.23;
1.7440;0.09;0.04;
1.7450;-0.05;-0.04;
1.7460;-0.07;0.22;
1.7470;-0.08;0.23;
1.7480;-0.15;0.50;
1.7490;-0.45;1.22;
1.7500;-0.56;1.31;
1.7510;-0.59;1.46;
1.7520;-0.27;0.94;
1.7530;0.01;0.28;
1.7540;-0.08;0.06;
1.7550;0.12;-0.31;
1.7560;0.33;-0.95;
1.7570;0.40;-1.39;
1.7580;0.41;-1.43;
1.7590;0.49;-1.26;
1.7600;0.09;-0.54;
1.7610;0.04;-0.43;
1.7620;0.01;-0.32;
1.7630;0.01;-0.04;
1.7640;-0.00;-0.04;
1.7650;-0.03;0.03;
1.7660;0.09;0.28;
1.7670;-0.08;0.33;
1.7680;-0.24;0.48;
1.7690;-0.36;1.42;
1.7700;-0.41;1.46;
1.7710;-0.46;1.26;
1.7720;-0.35;0.90;
1.7730;-0.13;0.46;
1.7740;-0.01;0.22;
1.7750;0.01;-0.39;
1.7760;0.34;-1.02;
1.7770;0.34;-1.35;
1.7780;0.56;-1.41;
1.7790;0.44;-1.07;
1.7800;0.17;-0.62;
1.7810;0.15;-0.48;
1.7820;0.05;-0.29;
1.7830;0.17;-0.24;
1.7840;-0.01;-0.01;
1.7850;-0.02;0.07;
1.7860;0.01;0.36;
1.7870;-0.03;0.34;
1.7880;-0.07;0.55;
1.7890;-0.31;1.26;
1.7900;-0.68;1.38;
1.7910;-0.49;1.33;
1.7920;-0.51;0.93;
1.7930;-0.18;0.46;
1.7940;-0.05;0.08;
1.7950;-0.03;-0.48;
1.7960;0.30;-0.99;
1.7970;0.29;-1.30;
1.7980;0.58;-1.63;
1.7990;0.31;-1.08;
1.8000;0.20;-0.49;
1.8010;0.27;-0.62;
1.8020;-0.00;-0.30;
1.8030;0.01;-0.26;
1.8040;0.07;-0.01;
1.8050;-0.11;0.16;
1.8060;-0.12;0.09;
